Bug 1,Bug 2,Carbon,1 on 2: Effect,1 on 2: 25th Percentile,1 on 2: 75th Percentile,1 on 2: Replicates,2 on 1: Effect,2 on 1: 25th Percentile,2 on 1: 75th Percentile,2 on 1: Replicates,Class,Type,Strength
PK,CF,Maltose,-0.274243219,-0.350726389,-0.238831813,11,3.32960915,3.306554628,3.359216378,21,Parasitism,40.29146215,3.34088408
PK,EC,Maltose,-1.630266581,-1.942202979,-1.493405395,17,0,0,0,8,Amensalism,-45,1.630266581
PK,EA,Maltose,0.399099069,0.25814757,0.572207425,12,0.857549908,0.83048647,1.012351041,11,Mutualism,69.95701277,0.945870981
PK,PK,Maltose,2.50890912,2.335870923,2.614181574,19,2.50890912,2.335870923,2.614181574,19,Mutualism,90,3.548133304
PK,PR1,Maltose,0,0,0,16,0,0,0,7,Neutralism,NaN,0
PK,PAr,Maltose,2.688929042,2.554440398,2.78646371,19,0,0,0,16,Commensalism,45,2.688929042
PK,PR2,Maltose,2.07668095,2.035998566,2.094430968,18,0,0,0,11,Commensalism,45,2.07668095
PK,PH,Maltose,0,0,0,31,NaN,NaN,NaN,2,Inconclusive,NaN,NaN
PK,PP,Maltose,3.268565161,3.204979162,3.466358601,9,0,0,0,12,Commensalism,45,3.268565161
PR1,PAl,Maltose,0,0,0,8,0,0,0,18,Neutralism,NaN,0
PR1,PAg2,Maltose,0.171009274,0.122579567,0.212409477,17,1.307854195,1.228631489,1.434541892,8,Mutualism,52.44948181,1.318987023
PR1,PAg1,Maltose,-0.065146543,-0.172384858,0.093219394,7,0.910553527,0.80426741,1.032823779,14,Commensalism,40.90768423,0.912881042
PR1,PAg3,Maltose,0.368049022,0.2307049,0.496610174,10,1.096444039,1.020480454,1.167597786,17,Mutualism,63.5556227,1.156568032
PR1,LA,Maltose,-0.754214544,-0.928180482,-0.613706488,8,1.788559135,1.753285474,1.904177662,16,Parasitism,22.13541407,1.941077886
PR1,EL,Maltose,-0.4615202,-0.590542879,-0.337078931,12,1.41899121,1.324368739,1.540709962,15,Parasitism,26.98312816,1.492158487
PR1,RP2,Maltose,-0.204170745,-0.332116792,-0.176392624,9,0.609927835,0.44229266,0.636509425,17,Parasitism,26.49224959,0.643193328
PR1,RP1,Maltose,-0.07560481,-0.150809973,-0.005393465,11,1.232669241,1.167613824,1.257807054,13,Parasitism,41.49020463,1.234985645
PR1,SF1,Maltose,-0.626135351,-0.772643618,-0.532711418,7,0.926937786,0.753185,1.068158073,10,Parasitism,10.96144592,1.11859695
PR1,BI,Maltose,-0.878046223,-1.020300289,-0.664193369,9,1.676654744,1.582259746,1.682466952,13,Parasitism,17.35942818,1.892653244
PR1,KA,Maltose,-0.794923867,-0.901784428,-0.665933549,10,1.638829414,1.610859325,1.67206537,18,Parasitism,19.12402218,1.821446074
PR1,CF,Maltose,-1.417112137,-1.531604474,-1.121015495,5,1.491955711,1.446902758,1.548647908,20,Parasitism,1.473762526,2.057702275
PR1,EC,Maltose,-3.935017696,-4.08669497,-2.864576042,15,0,0,0,14,Amensalism,-45,3.935017696
PR1,EA,Maltose,0.155409978,-0.314701167,0.353032986,9,0,0,0,17,Neutralism,45,0.155409978
PR1,PK,Maltose,0,0,0,7,0,0,0,16,Neutralism,NaN,0
PR1,PR1,Maltose,0,0,0,14,0,0,0,14,Neutralism,NaN,0
PR1,PAr,Maltose,0,0,0,13,0,0,0,18,Neutralism,NaN,0
PR1,PR2,Maltose,0,0,0,10,0,0,0,18,Neutralism,NaN,0
PR1,PH,Maltose,0,0,0,18,0,0,0,14,Neutralism,NaN,0
PR1,PP,Maltose,0,0,0,9,0,0,0,9,Neutralism,NaN,0
PAr,PAl,Maltose,0,0,0,11,0,0,0,13,Neutralism,NaN,0
PAr,PAg2,Maltose,0.274936986,0.19881847,0.323237035,13,3.465199479,3.379739012,3.519106849,17,Mutualism,49.53647699,3.476089437
PAr,PAg1,Maltose,-0.13712709,-0.254973664,0.012737328,8,3.090433573,2.99999436,3.27340428,6,Commensalism,42.45936834,3.093474342
PAr,PAg3,Maltose,-0.147691593,-0.431475353,-0.063074588,9,3.270546267,3.201562892,3.280157377,15,Parasitism,42.41438917,3.273879303
PAr,LA,Maltose,-0.58378132,-0.732710643,-0.527576814,14,3.573635793,3.547925181,3.615956584,12,Parasitism,35.72223577,3.621004475
PAr,EL,Maltose,-0.477499462,-0.568504423,-0.410145422,13,3.277892835,3.276793887,3.291023618,15,Parasitism,36.71186783,3.312489573
PAr,RP2,Maltose,-0.49265263,-0.517259847,-0.46276329,19,3.030343883,3.023102436,3.081556812,15,Parasitism,35.76602898,3.070128769
PAr,RP1,Maltose,-0.230282612,-0.332660758,-0.163230975,12,3.056576389,3.00783867,3.251733901,11,Parasitism,40.69147282,3.065238866
PAr,SF1,Maltose,-0.551031948,-0.683949977,-0.436820293,16,3.317670715,3.260131028,3.546001128,7,Parasitism,35.56982806,3.363119858
PAr,BI,Maltose,-0.570459334,-0.675047127,-0.460800783,16,3.38866949,3.369176569,3.427774939,13,Parasitism,35.44424333,3.436350501
PAr,KA,Maltose,-0.894007237,-1.081243021,-0.745414013,13,3.442698427,3.395118308,3.479359232,22,Parasitism,30.44284489,3.556883663
PAr,CF,Maltose,-1.377529344,-1.773161606,-0.998673992,12,3.510142234,3.435884042,3.652193389,10,Parasitism,23.57284252,3.770767242
PAr,EC,Maltose,-1.777291709,-2.358055741,-0.898699004,19,0,0,0.13269104,7,Amensalism,-45,1.777291709
PAr,EA,Maltose,0.839779941,0.25025671,1.072554822,6,1.579407286,1.327971355,1.789751991,10,Mutualism,72.99983572,1.788786662
PAr,PK,Maltose,0,0,0,16,2.688929042,2.554440398,2.78646371,19,Commensalism,45,2.688929042
PAr,PR1,Maltose,0,0,0,18,0,0,0,13,Neutralism,NaN,0
PAr,PAr,Maltose,0,0,0,17,0,0,0,17,Neutralism,NaN,0
PAr,PR2,Maltose,0,0,0,25,0,0,0,14,Neutralism,NaN,0
PAr,PH,Maltose,0,0,0,35,0,0,0,8,Neutralism,NaN,0
PAr,PP,Maltose,0,0,0,15,0,0,0,16,Neutralism,NaN,0
PR2,PAl,Maltose,0,0,0,12,0,0,0,15,Neutralism,NaN,0
PR2,PAg2,Maltose,0.183816634,0.058836533,0.248783408,21,2.45873941,2.384217422,2.508330521,8,Mutualism,49.27550858,2.465600949
PR2,PAg1,Maltose,0.010716535,-0.129997212,0.19542395,12,2.202255177,2.173391819,2.26388744,21,Commensalism,45.27880846,2.202281251
PR2,PAg3,Maltose,-0.150851727,-0.307034262,-0.101815024,7,2.350662342,2.270035891,2.528478794,21,Parasitism,41.32812791,2.355497758
PR2,LA,Maltose,-0.277041156,-0.420496806,-0.160312295,10,2.945460324,2.94227323,3.022893295,19,Parasitism,39.62673901,2.958460465
PR2,EL,Maltose,-0.003519198,-0.109862037,0.082038052,12,2.357668902,2.258695782,2.449064272,5,Commensalism,44.91447695,2.357671528
PR2,RP2,Maltose,-0.333826136,-0.394172074,-0.197359976,13,2.300692611,2.067291606,2.317714596,9,Parasitism,36.74410764,2.324785233
PR2,RP1,Maltose,-0.053803927,-0.150630386,0.066544426,14,1.845448958,1.681977572,1.916398259,9,Commensalism,43.33001888,1.846233116
PR2,SF1,Maltose,-0.848296431,-1.221233025,-0.421023134,14,2.559721357,2.554542389,2.634938734,9,Parasitism,26.66470732,2.696623863
PR2,BI,Maltose,-0.415510458,-0.627511537,-0.273384009,13,2.740159544,2.648154465,2.743379188,13,Parasitism,36.37750911,2.771483947
PR2,KA,Maltose,-0.096312642,-0.211700633,-0.029496662,14,2.317651592,2.284117537,2.440200603,21,Parasitism,42.62037804,2.31965192
PR2,CF,Maltose,-0.297918625,-0.470418522,-0.142304192,9,2.25212242,2.224704848,2.35318911,13,Parasitism,37.46446537,2.271741821
PR2,EC,Maltose,-1.920395836,-3.789392963,-1.317828561,17,0,0,0,10,Amensalism,-45,1.920395836
PR2,EA,Maltose,-0.057196687,-0.203430196,0.212842234,14,1.468967955,1.282241768,1.782766627,11,Commensalism,42.77022083,1.470081056
PR2,PK,Maltose,0,0,0,11,2.07668095,2.035998566,2.094430968,18,Commensalism,45,2.07668095
PR2,PR1,Maltose,0,0,0,18,0,0,0,10,Neutralism,NaN,0
PR2,PAr,Maltose,0,0,0,14,0,0,0,25,Neutralism,NaN,0
PR2,PR2,Maltose,0,0,0,8,0,0,0,8,Neutralism,NaN,0
PR2,PH,Maltose,0,0,0,27,0,0,0,15,Neutralism,NaN,0
PR2,PP,Maltose,0,0,0,11,0,0,0,8,Neutralism,NaN,0
PH,PAl,Maltose,0,0,0,9,0,0,0,21,Neutralism,NaN,0
PH,PAg2,Maltose,0.184643587,0.076291524,0.253312605,14,2.289266824,2.281307883,2.458380192,17,Mutualism,49.61127829,2.296701078
PH,PAg1,Maltose,-0.100199284,-0.481648364,-0.003028397,11,2.367245134,2.306143956,2.443969462,27,Parasitism,42.57626655,2.369364771
PH,PAg3,Maltose,0.06782945,-0.323377602,0.125150884,4,2.157922822,2.108780533,2.250415408,15,Commensalism,46.80037116,2.158988592
PH,LA,Maltose,-0.648933433,-0.724215268,-0.480968421,9,3.0484163,2.987325104,3.079992682,30,Parasitism,32.98251204,3.116722083
PH,EL,Maltose,-0.226079761,-0.307667438,-0.169121904,8,2.696133341,2.428467737,2.772900407,21,Parasitism,40.2067714,2.705595508
PH,RP2,Maltose,-0.236479937,-0.298057583,-0.160724694,6,2.086109512,1.991524009,2.119147477,32,Parasitism,38.53259837,2.099470328
PH,RP1,Maltose,-0.093736254,-0.240536842,-0.008524453,10,2.234889852,1.962796874,2.299383634,19,Parasitism,42.59829515,2.236854742
PH,SF1,Maltose,-0.088472531,-0.383745022,0.014534909,5,2.666942832,2.643884724,2.783369187,23,Commensalism,43.09998015,2.668409912
PH,BI,Maltose,-0.705561303,-0.806500617,-0.529934455,8,2.886119792,2.808835448,2.960310947,22,Parasitism,31.26250744,2.971111611
PH,KA,Maltose,-0.301759749,-0.36581622,-0.270068882,4,2.740594433,2.700337138,2.845725189,26,Parasitism,38.71662114,2.757157375
PH,CF,Maltose,-0.676532066,-0.872573475,-0.572328725,10,2.602324328,2.527141977,2.629590683,29,Parasitism,30.42727402,2.688826426
PH,EC,Maltose,-2.14576727,-2.728324034,-1.471741132,13,0,0,0,27,Amensalism,-45,2.14576727
PH,EA,Maltose,0.523522091,0.381259613,0.678544368,11,0.303132659,0.11041904,0.348485882,19,Mutualism,75.07193698,0.604950237
PH,PK,Maltose,NaN,NaN,NaN,2,0,0,0,31,Inconclusive,NaN,NaN
PH,PR1,Maltose,0,0,0,14,0,0,0,18,Neutralism,NaN,0
PH,PAr,Maltose,0,0,0,8,0,0,0,35,Neutralism,NaN,0
PH,PR2,Maltose,0,0,0,15,0,0,0,27,Neutralism,NaN,0
PH,PH,Maltose,0,0,0,21,0,0,0,21,Neutralism,NaN,0
PH,PP,Maltose,0,0,0,14,0,0,0,24,Neutralism,NaN,0
PP,PAl,Maltose,0,0,0,15,0,0,0,11,Neutralism,NaN,0
PP,PAg2,Maltose,-0.080866363,-0.139065205,-0.008550875,12,3.820592424,3.773475743,4.323444831,5,Parasitism,43.78746303,3.821448133
PP,PAg1,Maltose,-0.155523955,-0.4395327,-0.033633507,12,3.491879952,3.397604393,3.675005206,14,Parasitism,42.4498032,3.495341657
PP,PAg3,Maltose,0.088522532,-0.008827234,0.163779797,12,3.372503986,3.341844142,3.42104039,19,Commensalism,46.50357217,3.37366557
PP,LA,Maltose,-0.655071394,-0.724794718,-0.562119868,8,4.339758317,4.312592884,4.355418147,21,Parasitism,36.41620381,4.38892023
PP,EL,Maltose,-0.474463481,-0.637143181,-0.367759929,6,3.840480583,3.789019315,3.862523102,12,Parasitism,37.95720884,3.869677855
PP,RP2,Maltose,-0.335915987,-0.45639467,-0.287164624,10,3.721743504,3.713927706,3.76084344,16,Parasitism,39.84258963,3.736872256
PP,RP1,Maltose,0.068805739,-0.04208155,0.157292885,8,3.850245606,3.823549456,3.893931141,20,Commensalism,46.02379414,3.850860353
PP,SF1,Maltose,-0.46902354,-0.620404898,-0.281820653,13,2.870050076,0,3.836892872,8,Neutralism,35.7187661,2.908121476
PP,BI,Maltose,-0.851869721,-0.93067413,-0.75119219,10,4.589118418,4.544629128,4.615833549,23,Parasitism,34.48398452,4.667514314
PP,KA,Maltose,-0.741527251,-0.785297922,-0.642227504,16,4.419644339,4.321070432,4.453453655,14,Parasitism,35.47563228,4.481419278
PP,CF,Maltose,-0.913895409,-0.979880598,-0.706032645,7,4.244710836,4.139689837,4.291049197,14,Parasitism,32.8495733,4.341978225
PP,EC,Maltose,-1.177301837,-1.812503923,-0.73370849,15,0,0,0.451972248,10,Amensalism,-45,1.177301837
PP,EA,Maltose,0.511280904,0.369921382,0.640951209,7,1.773618556,0.299574899,1.913773777,20,Mutualism,61.08068101,1.845841527
PP,PK,Maltose,0,0,0,12,3.268565161,3.204979162,3.466358601,9,Commensalism,45,3.268565161
PP,PR1,Maltose,0,0,0,9,0,0,0,9,Neutralism,NaN,0
PP,PAr,Maltose,0,0,0,16,0,0,0,15,Neutralism,NaN,0
PP,PR2,Maltose,0,0,0,8,0,0,0,11,Neutralism,NaN,0
PP,PH,Maltose,0,0,0,24,0,0,0,14,Neutralism,NaN,0
PP,PP,Maltose,0,0,0,7,0,0,0,7,Neutralism,NaN,0
PAl,PAl,Sucrose,-0.302456805,-1.224251554,0,16,-0.302456805,-1.224251554,0,16,Neutralism,-90,0.427738515
PAl,PAg2,Sucrose,-1.194805117,-1.254814716,-1.057867383,16,0,-0.877065785,0.401495066,5,Amensalism,-45,1.194805117
PAl,PAg1,Sucrose,-1.105780618,-1.222986163,-0.91580757,8,-0.350250377,-1.239896294,0.057450871,3,Amensalism,-62.57533285,1.159925042
PAl,PAg3,Sucrose,-0.566416356,-0.821950364,-0.366495127,6,-0.404047569,-1.345174678,0,8,Neutralism,-80.50179062,0.695759963
PAl,LA,Sucrose,-0.79500012,-0.927389965,-0.76190874,10,-0.289918531,-1.224251554,0,4,Neutralism,-65.0357669,0.846213889
PAl,EL,Sucrose,-0.135312781,-0.189571986,-0.074663531,13,0,-0.78887368,0.52378415,8,Amensalism,-45,0.135312781
PAl,RP2,Sucrose,-0.4981176,-0.55425182,-0.469529651,16,-0.404047569,-1.345174678,0,9,Neutralism,-84.0472003,0.641385673
PAl,RP1,Sucrose,-0.226031736,-0.376551076,-0.135880105,18,0.227703787,-0.278174056,0.963063909,6,Amensalism,0.211138446,0.320841644
PAl,SF1,Sucrose,2.065425368,1.954808815,2.085549618,12,0.728977711,-0.071589805,1.302383585,11,Commensalism,64.44013477,2.190294604
PAl,BI,Sucrose,2.654052495,2.629749346,2.69255329,16,0.082195433,-0.291883664,0.897351901,11,Commensalism,46.77387094,2.655324977
PAl,KA,Sucrose,3.15626716,3.024750992,3.236692466,12,0.836635001,-0.130163408,1.243772542,12,Commensalism,59.8460299,3.265268827
PAl,CF,Sucrose,0.600642979,0.387884785,0.855233659,9,-0.2037127,-1.335352742,0,8,Neutralism,26.26523661,0.634248257
PAl,EC,Sucrose,2.457146673,2.355409868,2.533306836,24,1.078019901,0.233250969,1.506265276,8,Mutualism,68.68842343,2.683225052
PAl,EA,Sucrose,0.76348423,0.656140136,0.897867295,7,-0.041391734,-1.158254768,0,5,Neutralism,41.89678954,0.764605418
PAl,PK,Sucrose,3.441271858,3.429576619,3.803423729,11,0,-0.568951545,0.844038463,8,Commensalism,45,3.441271858
PAl,PR1,Sucrose,1.223225384,1.218841572,1.347274485,20,-0.2037127,-1.092257983,0,7,Neutralism,35.54488765,1.240072257
PAl,PAr,Sucrose,3.71629108,3.673391463,3.821563392,15,0.287262102,-0.294891902,1.0325532,6,Commensalism,49.42006348,3.727376948
PAl,PR2,Sucrose,-2.407482863,-2.571785219,-2.308396585,11,-0.127318105,-1.111123701,0,12,Neutralism,-48.02722856,2.410847079
PAl,PH,Sucrose,-1.291559147,-1.361411264,-1.238143872,28,-0.044189007,-0.965804404,0.422286522,5,Amensalism,-46.9595358,1.292314861
PAl,PP,Sucrose,3.926776181,3.794050155,4.034143719,14,0.126310993,-0.308347326,1.065626064,7,Commensalism,46.84237451,3.928807152
PAg2,PAl,Sucrose,0,-0.877065785,0.401495066,5,-1.194805117,-1.254814716,-1.057867383,16,Amensalism,-45,1.194805117
PAg2,PAg2,Sucrose,-1.51717172,-1.607276716,-1.404558441,6,-1.51717172,-1.607276716,-1.404558441,6,Competition,-90,2.145604823
PAg2,PAg1,Sucrose,-1.037088556,-1.245660053,-0.840013974,16,-1.056689291,-1.142358617,-0.907372219,13,Competition,-89.46364577,1.480589386
PAg2,PAg3,Sucrose,-0.795102847,-1.182402826,-0.71939046,9,-1.412412679,-1.658369954,-1.272329576,14,Competition,-74.37687767,1.620832537
PAg2,LA,Sucrose,-0.364416156,-0.413171614,-0.253953276,7,-0.927443144,-1.005378257,-0.829326917,14,Competition,-66.45113423,0.996468725
PAg2,EL,Sucrose,-0.550265286,-0.669539275,-0.409318523,8,-1.322562289,-1.627446651,-1.123045739,11,Competition,-67.5902418,1.432467415
PAg2,RP2,Sucrose,-0.052990401,-0.328868014,0.221676426,4,-1.401839431,-1.560541665,-1.095032117,19,Amensalism,-47.16478535,1.402840609
PAg2,RP1,Sucrose,-0.066054019,-0.241133007,0.096596643,9,-1.601012973,-1.691723852,-1.533086441,18,Amensalism,-47.36254883,1.60237501
PAg2,SF1,Sucrose,1.928219261,1.751725598,2.085455835,4,-0.01473502,-0.095936875,0.054949835,18,Commensalism,44.562167,1.928275561
PAg2,BI,Sucrose,2.309482227,1.835678534,2.328037888,5,-0.144635308,-0.226483441,-0.042060207,11,Parasitism,41.41643313,2.314006813
PAg2,KA,Sucrose,2.493467481,2.237903716,2.862087582,5,0.012384618,-0.066264397,0.039650984,13,Commensalism,45.28457581,2.493498237
PAg2,CF,Sucrose,0.591529413,0.581700244,0.601292068,4,-0.14609197,-0.331455166,-0.074640103,13,Parasitism,31.12708864,0.609302806
PAg2,EC,Sucrose,1.943134863,1.803430484,1.979167914,8,-0.021011673,-0.067142111,0.057183244,8,Commensalism,44.3804685,1.943248462
PAg2,EA,Sucrose,1.592865912,1.336874538,1.828804669,8,0.173748092,0.055823698,0.20845642,11,Mutualism,51.22515018,1.602314018
PAg2,PK,Sucrose,3.85383558,3.822205936,3.874533235,11,-0.049914918,-0.149987351,0.104821385,12,Commensalism,44.25794597,3.854158816
PAg2,PR1,Sucrose,1.851023,1.833698503,1.851920356,7,-0.100496109,-0.196688149,0.004560498,17,Commensalism,41.89233718,1.85374907
PAg2,PAr,Sucrose,3.894444797,3.838460242,3.998036127,9,0.091917434,-0.011138504,0.175632541,11,Commensalism,46.35205497,3.895529373
PAg2,PR2,Sucrose,-2.313532172,-2.449509624,-2.157270339,8,-0.504505013,-0.650457013,-0.328142633,10,Competition,-57.30173583,2.367901269
PAg2,PH,Sucrose,-0.839889832,-1.009423885,-0.649329994,20,-0.853953593,-0.956543242,-0.793943994,9,Competition,-89.52429156,1.197769455
PAg2,PP,Sucrose,4.128547177,4.071300062,4.251806865,8,-0.282494868,-0.64801852,-0.128064723,6,Parasitism,41.08565111,4.138200713
PAg1,PAl,Sucrose,-0.350250377,-1.239896294,0.057450871,3,-1.105780618,-1.222986163,-0.91580757,8,Amensalism,-62.57533285,1.159925042
PAg1,PAg2,Sucrose,-1.056689291,-1.142358617,-0.907372219,13,-1.037088556,-1.245660053,-0.840013974,16,Competition,-89.46364577,1.480589386
PAg1,PAg1,Sucrose,-0.471801993,-1.135000428,-0.09189141,6,-0.471801993,-1.135000428,-0.09189141,6,Competition,-90,0.667228778
PAg1,PAg3,Sucrose,-0.667604099,-0.915881618,-0.597439731,14,-1.252855464,-1.368752655,-1.119619712,18,Competition,-73.05163704,1.419627433
PAg1,LA,Sucrose,-0.805482372,-0.9733197,-0.688112111,15,-0.861312756,-1.028793537,-0.673197019,7,Competition,-88.08155796,1.179263124
PAg1,EL,Sucrose,-0.958588219,-0.989260406,-0.920041127,11,-0.830988981,-1.02983479,-0.661680199,15,Competition,-85.92163658,1.268634723
PAg1,RP2,Sucrose,-0.45828033,-0.514596401,-0.394157541,10,-1.534476118,-1.717536613,-1.369631987,13,Competition,-61.62856505,1.601448662
PAg1,RP1,Sucrose,-0.458106246,-0.825918235,-0.306190385,10,-1.3505068,-1.72152124,-1.221771388,7,Competition,-63.73748182,1.426089039
PAg1,SF1,Sucrose,2.34896375,2.120969733,2.482382513,13,-0.067546766,-0.154704513,0.059905167,11,Commensalism,43.35285734,2.349934736
PAg1,BI,Sucrose,2.544206696,2.459860703,3.017544336,16,-0.418352218,-1.040156031,-0.063698928,9,Parasitism,35.66222861,2.578372799
PAg1,KA,Sucrose,3.111694207,3.037166518,3.169286371,7,-0.318420208,-0.433442289,-0.103697733,10,Parasitism,39.15725035,3.127943776
PAg1,CF,Sucrose,0.870643883,0.858195043,0.899866606,14,-0.308193556,-0.410516839,-0.153432946,13,Parasitism,25.50687781,0.923582177
PAg1,EC,Sucrose,2.505379018,2.473672551,2.588802882,26,0.229459691,-0.777048306,0.686755678,3,Commensalism,50.23293914,2.515864816
PAg1,EA,Sucrose,1.687437065,1.604463813,2.001150214,8,0.113547504,-0.117775684,0.273602389,6,Commensalism,48.8496251,1.691253051
PAg1,PK,Sucrose,3.475405002,3.465140505,3.627366606,23,0.124110448,0.023525929,0.196434406,19,Mutualism,47.04522475,3.477620354
PAg1,PR1,Sucrose,1.217293385,1.184370004,1.284411045,20,NaN,NaN,NaN,2,Inconclusive,NaN,NaN
PAg1,PAr,Sucrose,3.809619243,3.777020028,3.841240225,15,-0.029304489,-0.235233388,0.106950347,13,Commensalism,44.55927606,3.80973195
PAg1,PR2,Sucrose,-2.884600727,-2.962665975,-2.748555423,24,-0.112378864,-0.17560873,-0.00680486,10,Competition,-47.23101243,2.886788937
PAg1,PH,Sucrose,-1.160017343,-1.233823678,-1.109853567,31,-0.246564228,-0.353405694,-0.015662047,8,Competition,-56.9997604,1.185931766
PAg1,PP,Sucrose,2.372527838,0,3.56529957,20,-0.220977706,-0.795962697,0.229727391,6,Neutralism,39.67881176,2.382796569
PAg3,PAl,Sucrose,-0.404047569,-1.345174678,0,8,-0.566416356,-0.821950364,-0.366495127,6,Neutralism,-80.50179062,0.695759963
PAg3,PAg2,Sucrose,-1.412412679,-1.658369954,-1.272329576,14,-0.795102847,-1.182402826,-0.71939046,9,Competition,-74.37687767,1.620832537
PAg3,PAg1,Sucrose,-1.252855464,-1.368752655,-1.119619712,18,-0.667604099,-0.915881618,-0.597439731,14,Competition,-73.05163704,1.419627433
PAg3,PAg3,Sucrose,-0.879559234,-0.953979211,-0.623493935,9,-0.879559234,-0.953979211,-0.623493935,9,Competition,-90,1.243884598
PAg3,LA,Sucrose,-0.385861751,-0.470663488,-0.229592693,17,-0.758829683,-0.895558761,-0.483950941,10,Competition,-71.95314778,0.851300052
PAg3,EL,Sucrose,-0.591731934,-0.664029674,-0.526801565,12,-0.902241826,-0.965812184,-0.719456497,7,Competition,-78.25871616,1.078974974
PAg3,RP2,Sucrose,-0.638256897,-0.835613322,-0.576178958,21,-1.412725776,-1.814300927,-1.125260753,8,Competition,-69.31302785,1.550214819
PAg3,RP1,Sucrose,-0.498473089,-0.61024928,-0.320478332,14,-1.216345317,-1.315631402,-0.953584016,16,Competition,-67.28441442,1.314523241
PAg3,SF1,Sucrose,2.109754491,1.965846604,2.225593626,17,0.218356339,-0.079393897,0.480003245,10,Commensalism,50.90898594,2.121024163
PAg3,BI,Sucrose,2.406506865,2.269176553,2.577259653,19,-0.13793825,-0.237152503,-0.041085431,14,Parasitism,41.71946031,2.410456855
PAg3,KA,Sucrose,2.656964221,2.483635333,2.939227231,10,-0.196723762,-0.286596688,-0.147441502,15,Parasitism,40.76550114,2.664237059
PAg3,CF,Sucrose,0,0,0.113429145,16,-0.241028319,-0.402027849,-0.119376364,8,Amensalism,-45,0.241028319
PAg3,EC,Sucrose,2.486453544,2.36961346,2.560791257,22,-0.359611012,-0.983189184,-0.179308186,8,Parasitism,36.77048429,2.512323886
PAg3,EA,Sucrose,1.582059948,1.185434047,1.682074958,10,-0.125914542,-0.848802641,0.169160512,7,Commensalism,40.44947931,1.587062744
PAg3,PK,Sucrose,3.603728182,3.550532178,3.775297397,21,-0.284028515,-0.407190131,-0.157207839,10,Parasitism,40.49353807,3.614903734
PAg3,PR1,Sucrose,1.575942761,1.538566694,1.633351165,14,-0.090275008,-0.407621879,0.042183761,10,Commensalism,41.72149858,1.578526263
PAg3,PAr,Sucrose,3.756636543,3.673186551,3.778526524,15,-0.269670839,-0.379590613,-0.014327829,13,Parasitism,40.89405516,3.76630329
PAg3,PR2,Sucrose,-2.18817518,-2.497363481,-2.068982582,16,-0.358529758,-0.402778552,-0.307992112,11,Competition,-54.30515944,2.217352973
PAg3,PH,Sucrose,-1.214154125,-1.279783914,-1.108634024,41,-1.085815565,-1.241470351,-0.722576867,15,Competition,-86.8062013,1.6288541
PAg3,PP,Sucrose,4.236017733,4.03779208,4.249769688,24,0.122688186,0.011008727,0.179937634,17,Mutualism,46.65899935,4.237794075
LA,PAl,Sucrose,-0.289918531,-1.224251554,0,4,-0.79500012,-0.927389965,-0.76190874,10,Neutralism,-65.0357669,0.846213889
LA,PAg2,Sucrose,-0.927443144,-1.005378257,-0.829326917,14,-0.364416156,-0.413171614,-0.253953276,7,Competition,-66.45113423,0.996468725
LA,PAg1,Sucrose,-0.861312756,-1.028793537,-0.673197019,7,-0.805482372,-0.9733197,-0.688112111,15,Competition,-88.08155796,1.179263124
LA,PAg3,Sucrose,-0.758829683,-0.895558761,-0.483950941,10,-0.385861751,-0.470663488,-0.229592693,17,Competition,-71.95314778,0.851300052
LA,LA,Sucrose,-1.30465019,-1.429417537,-1.198107528,10,-1.30465019,-1.429417537,-1.198107528,10,Competition,-90,1.845053993
LA,EL,Sucrose,-0.355424524,-0.38350124,-0.300419119,15,-1.075259769,-1.107464906,-1.034978685,6,Competition,-63.29117873,1.132479652
LA,RP2,Sucrose,-0.257880038,-0.33872229,-0.194883748,12,-1.322397686,-1.429803376,-1.287569016,14,Competition,-56.0347303,1.347307594
LA,RP1,Sucrose,-0.254146691,-0.335521405,-0.156139366,20,-1.430346689,-1.469274657,-1.401428381,11,Competition,-55.07527176,1.452749872
LA,SF1,Sucrose,1.813854534,1.621244317,2.060691759,9,-0.03328909,-0.060163427,-0.006893391,7,Parasitism,43.94858698,1.81415998
LA,BI,Sucrose,2.613041263,2.589097597,2.619256506,13,-0.351029131,-0.479201445,-0.287513815,9,Parasitism,37.348841,2.636514004
LA,KA,Sucrose,3.235092654,3.18168692,3.293338549,10,0.010536695,-0.02654616,0.040847796,17,Commensalism,45.18661166,3.235109813
LA,CF,Sucrose,1.356912381,1.126882342,1.359269486,13,-0.084363673,-0.147556193,-0.025893037,16,Parasitism,41.4423137,1.359532434
LA,EC,Sucrose,3.645316852,3.587101179,3.677792354,14,0.075830597,0.033566351,0.136252034,9,Mutualism,46.19170618,3.646105488
LA,EA,Sucrose,2.691493371,2.608823247,2.749279868,10,0.05258031,-0.029904176,0.081514911,13,Commensalism,46.11917299,2.69200692
LA,PK,Sucrose,4.213494933,4.068196822,4.278104462,14,-0.139406122,-0.177267302,0.016565415,19,Commensalism,43.10502445,4.215800472
LA,PR1,Sucrose,2.501299876,2.47526565,2.613235814,13,-0.209738186,-0.266731065,-0.163962857,14,Parasitism,40.20686556,2.510077922
LA,PAr,Sucrose,4.023432805,3.859692844,4.090246754,16,-0.082800763,-0.117726102,-0.026873871,12,Parasitism,43.82104042,4.02428472
